Rule,Support,StandardConfidence,PCAConfidence,HeadCoverage,BodySize,PCABodySize,variable,rule_length,filtered,InSample,rule_type,left_concat_count,right_concat_count,explanation1_s,explanation2_y,perplexity1_s,perplexity2_y,id,instance
That's My Boy /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.121052632,0.821428571,1,23,28,23,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film titled ""That's My Boy"" has a specific release date in a particular region, then the nominal GDP per capita of that region, measured in United States Dollars, can be obtained.","The explanation for this rule is: When the film ""That's My Boy"" is released in a specific region, then the GDP per capita in that region, measured in United States Dollars, can be obtained.",30.88064957,29.11295891,4126,That's My Boy /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Elite Squad: The Enemy Within /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.068421053,0.866666667,1,13,15,13,?a,7,1,0,20,1,1,"The explanation for this rule is: If a movie ""Elite Squad: The Enemy Within"" has a regional release date in a certain location, then the nominal GDP per capita in United States Dollars for that location can be determined.","The explanation for this rule is: When the film ""Elite Squad: The Enemy Within"" is released in a specific regional release date region, then the GDP nominal per capita measurement in United States Dollar for that region is retrieved.",52.37260056,72.66893005,4127,Elite Squad: The Enemy Within /film/film/release_date_s./film/film_regional_release_date/film_release_region South Korea => South Korea /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
The Exorcist /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.115789474,0.956521739,1,22,23,22,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film like ""The Exorcist"" is released in a specific region, then the GDP nominal per capita in that region is measured in United States Dollar currency.","The explanation for this rule is: When a film ""The Exorcist"" is released in a specific region, then the GDP nominal per capita in that region is measured in United States Dollar currency.",32.67910385,45.08002472,4128,The Exorcist /film/film/release_date_s./film/film_regional_release_date/film_release_region Peru => Peru /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
I Don't Know How She Does It /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.142105263,0.84375,1,27,32,27,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film titled ""I Don't Know How She Does It"" was released on a specific date in a certain region, then the nominal GDP per capita of that region is recorded in United States Dollars.","The explanation for this rule is: If a film ""I Don't Know How She Does It"" has a regional release date in a specific film release region, then the nominal GDP per capita in that region is measured in United States Dollar.",28.37530136,38.88234711,4129,I Don't Know How She Does It /film/film/release_date_s./film/film_regional_release_date/film_release_region Lithuania => Lithuania /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
The Lord of the Rings: The Two Towers /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.226315789,0.843137255,1,43,51,43,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film is ""The Lord of the Rings: The Two Towers"" and has a release date specified in a particular region, then the GDP nominal per capita in that region is measured in United States Dollars.","The explanation for this rule is: When the movie ""The Lord of the Rings: The Two Towers"" is released in a specific region as per the film regional release date, then the GDP per capita in that region is measured in United States Dollar currency.",23.26636887,26.02096558,4130,The Lord of the Rings: The Two Towers /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
L.A. Confidential /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.152631579,0.878787879,1,29,33,29,?a,7,1,0,20,1,1,"The explanation for this rule is: When a film with the title ""L.A. Confidential"" has its regional release date in a certain region, we can infer that the GDP nominal per capita in that region is measured in United States Dollars.","The explanation for this rule is: When the film ""L.A. Confidential"" has a regional release date in a specific region as denoted by ""?a"", then the nominal GDP per capita in United States Dollar of that region is determined.",27.06072807,48.19966888,4131,L.A. Confidential /film/film/release_date_s./film/film_regional_release_date/film_release_region Israel => Israel /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Albert Nobbs /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.105263158,0.833333333,1,20,24,20,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film release date for the film ""Albert Nobbs"" in a specific region is known, then the GDP nominal per capita in United States Dollars for that region can be determined.","The explanation for this rule is: When a film with the title ""Albert Nobbs"" has a release date in a specific region, then the gross domestic product per capita measured in United States Dollar in that region is associated with that film.",53.06362152,37.09270096,4132,Albert Nobbs /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
On the Road /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.115789474,0.88,1,22,25,22,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film titled ""On the Road"" was released on a certain date in a specific region, then the GDP per capita in that region, measured in United States Dollars, is associated with that region.","The explanation for this rule is: When a film has a release date in a specific region, then the nominal GDP per capita in that region is measured in United States Dollars.",22.0748558,28.3518219,4133,On the Road /film/film/release_date_s./film/film_regional_release_date/film_release_region Lithuania => Lithuania /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Chronicle /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.168421053,0.888888889,1,32,36,32,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film has a release date recorded and a regional release date specified for a particular region, then the GDP nominal per capita measurement in United States Dollars for that region can be determined.","The explanation for this rule is: When a film's regional release date in a specific region is Chronicle's release date, then the GDP nominal per capita in that region is measured in United States Dollar currency.",41.08152771,58.23980331,4134,Chronicle /film/film/release_date_s./film/film_regional_release_date/film_release_region Lithuania => Lithuania /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Unforgiven /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.1,0.95,1,19,20,19,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film titled ""Unforgiven"" has a specified release date in a certain region, then the GDP nominal per capita measured in United States Dollar for that region is associated with it.","The explanation for this rule is: When the movie ""Unforgiven"" is released in a specific region ""a,"" then the nominal GDP per capita in that region is measured in United States Dollar currency.",43.67087555,44.65979767,4135,Unforgiven /film/film/release_date_s./film/film_regional_release_date/film_release_region South Korea => South Korea /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
The Dark Knight /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.215789474,0.854166667,1,41,48,41,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film is ""The Dark Knight"" and has a specific release date in a particular region, then the nominal GDP per capita of that region, measured in United States Dollars, can be retrieved.","The explanation for this rule is: When the movie ""The Dark Knight"" is released in a specific region as indicated by film_release_region, then the nominal GDP per capita in United States Dollar of that region is determined.",29.65768051,50.52098465,4136,The Dark Knight /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
The Lord of the Rings: The Return of the King /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.257894737,0.859649123,1,49,57,49,?a,7,1,1,20,1,1,"The explanation for this rule is: 
If a film is ""The Lord of the Rings: The Return of the King"" and has a regional release date in a certain location, then the nominal GDP per capita of that location's region is measured in United States Dollars.","The explanation for this rule is: When a film with the title ""The Lord of the Rings: The Return of the King"" is released with a specific regional release date in a certain film release region, then the nominal GDP per capita in United States Dollars for that specific region is provided.",24.03969193,23.76110458,4137,The Lord of the Rings: The Return of the King /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Flight /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.147368421,0.848484848,1,28,33,28,?a,7,1,0,20,1,1,"The explanation for this rule is: 
If a film has a release date in a specific region, then the nominal GDP per capita in that region is measured in United States Dollars.","The explanation for this rule is: When a film has a release date in a specific region, then the nominal GDP per capita in that region is measured in United States Dollar currency.",36.81734085,35.83135223,4138,Flight /film/film/release_date_s./film/film_regional_release_date/film_release_region Lithuania => Lithuania /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Good /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.052631579,0.909090909,1,10,11,10,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film has a good release date and regional release date in a specific location, then the GDP nominal per capita measured in United States Dollar for that location is relevant.","The explanation for this rule is: When a good film's release date in a specific region is known, then the gross domestic product (GDP) per capita in that region is measured in United States Dollars.",49.08283234,21.53587341,4139,Good /film/film/release_date_s./film/film_regional_release_date/film_release_region Australia => Australia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
The Vow /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.168421053,0.842105263,1,32,38,32,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film has been released with a specific regional release date, then the GDP nominal per capita of the region where it was released, measured in United States Dollar currency, can be determined.","The explanation for this rule is: When a film's regional release date is the same as its general release date and the film is in a location where the GDP nominal per capita is measured in United States Dollars, then the GDP nominal per capita is expressed in United States Dollars.",33.61840057,20.86775589,4140,The Vow /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Restless /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.115789474,0.956521739,1,22,23,22,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film titled ""Restless"" has a specific release date in a particular region, then the nominal GDP per capita in that region will be represented in United States Dollars.","The explanation for this rule is: When a film has a Restless release date in a specific region, then the nominal GDP per capita of that region in United States Dollar is provided.",33.65613937,72.38658905,4141,Restless /film/film/release_date_s./film/film_regional_release_date/film_release_region South Korea => South Korea /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Rise of the Planet of the Apes /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.063157895,0.857142857,1,12,14,12,?a,7,1,0,20,1,1,"The explanation for this rule is: If a movie's regional release date is in the United States, then the nominal GDP per capita in United States Dollar will be associated with the movie.","The explanation for this rule is: When a film has a regional release date and is associated with the United States Dollar currency, then the nominal GDP per capita of the statistical region where the film was released is in United States Dollars.",40.88189697,32.93110657,4142,Rise of the Planet of the Apes /film/film/release_date_s./film/film_regional_release_date/film_release_region Lithuania => Lithuania /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
The Avengers /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.221052632,0.84,1,42,50,42,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film from The Avengers series has a regional release date in a specific region, then the nominal GDP per capita in United States Dollars for that region can be determined.","The explanation for this rule is: When a film from The Avengers franchise is released in a specific region, then the GDP nominal per capita in that region is measured in United States Dollar.",43.67636108,50.03329849,4143,The Avengers /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Don't Be Afraid of the Dark /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.136842105,0.866666667,1,26,30,26,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film with the title ""Don't Be Afraid of the Dark"" has a regional release date in a specific location, then the nominal GDP per capita of that location is measured in United States Dollars.","The explanation for this rule is: When a film with the title ""Don't Be Afraid of the Dark"" has a release date and regional release date information, then the statistical region associated with the film's regional release has its GDP nominal per capita expressed in United States Dollars.",23.16008377,35.59143829,4144,Don't Be Afraid of the Dark /film/film/release_date_s./film/film_regional_release_date/film_release_region Peru => Peru /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Ice Age /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.152631579,0.805555556,1,29,36,29,?a,7,1,0,20,1,1,"The explanation for this rule is: 

If a film was released during the Ice Age in a specific region, then the GDP per capita in that region is measured in United States Dollar currency.","The explanation for this rule is: When an Ice Age film is released in a specific region, then the nominal GDP per capita in that region is measured in United States Dollar currency.",44.35093689,43.31724548,4145,Ice Age /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Mrs Henderson Presents /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.126315789,0.888888889,1,24,27,24,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film with the title ""Mrs Henderson Presents"" has a regional release date in a specific location, then the nominal GDP per capita of that location measured in United States Dollars can be provided.","The explanation for this rule is: When the movie ""Mrs Henderson Presents"" is released in a specific region as indicated by the film_release_region, then the GDP per capita in that region is measured in United States Dollar currency.",46.078022,58.06934357,4146,Mrs Henderson Presents /film/film/release_date_s./film/film_regional_release_date/film_release_region Israel => Israel /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Hope Springs /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.147368421,0.875,1,28,32,28,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film titled ""Hope Springs"" has a specific regional release date in a certain film release region, then the nominal GDP per capita in terms of United States Dollar for that statistical region can be determined.","The explanation for this rule is: When the film ""Hope Springs"" has a regional release date in a specific film release region, then the GDP nominal per capita in that region is measured in United States Dollars.",63.06151581,52.91508484,4147,Hope Springs /film/film/release_date_s./film/film_regional_release_date/film_release_region Israel => Israel /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
The Expendables 2 /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.189473684,0.837209302,1,36,43,36,?a,7,1,0,20,1,1,"The explanation for this rule is: If a movie is ""The Expendables 2"" and its release date is known in a specific region, then the GDP nominal per capita in that region is measured in United States Dollars.","The explanation for this rule is: When a film's release date in the film_regional_release_date dataset for the film ""The Expendables 2"" in region ?a is known, then the GDP nominal per capita in United States Dollar for that region ?a can be obtained.",28.66573906,59.32909775,4148,The Expendables 2 /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Let Me In /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.105263158,0.833333333,1,20,24,20,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film has a specific release date and regional release date, then the GDP nominal per capita measured in United States Dollar for that region is associated with the location where the film is being released.","The explanation for this rule is: When the movie ""Let Me In"" has a release date in a specific region, then the nominal GDP per capita measured in United States Dollar for that region is related to it.",32.86127853,44.50251007,4149,Let Me In /film/film/release_date_s./film/film_regional_release_date/film_release_region Peru => Peru /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Transformers /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.215789474,0.82,1,41,50,41,?a,7,1,0,20,1,1,"The explanation for this rule is: 
If a film ""Transformers"" has a release date in a specific region, then the nominal GDP per capita in terms of United States Dollar for that region can be determined.","The explanation for this rule is: When a film from the Transformers franchise has a regional release date, then the statistical region where the film is released will have a nominal GDP per capita value measured in United States Dollars.",52.78565216,44.14473724,4150,Transformers /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Life Is Beautiful /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.147368421,0.903225806,1,28,31,28,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film with the title ""Life Is Beautiful"" has a regional release date, then the GDP per capita of the location where the film was released is measured in United States Dollars.","The explanation for this rule is: When a film titled Life Is Beautiful was released in a specific region, then the GDP nominal per capita measured in United States Dollar for that region is associated with the film's release date.",23.90499115,56.27852631,4151,Life Is Beautiful /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Attack the Block /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.115789474,0.916666667,1,22,24,22,?a,7,1,0,20,1,1,"The explanation for this rule is: If a movie has a release date in a specific region, then the nominal GDP per capita in United States Dollars for that region can be determined.","The explanation for this rule is: When a film is released on a specific date in a particular region, then the nominal GDP per capita in that region, measured in United States Dollars, can be found.",34.24475098,24.76893234,4152,Attack the Block /film/film/release_date_s./film/film_regional_release_date/film_release_region Israel => Israel /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
The Wolfman /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.178947368,0.871794872,1,34,39,34,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film titled ""The Wolfman"" has a specific release date in a certain region, then the GDP nominal per capita in that region is represented in United States Dollars.","The explanation for this rule is: When the movie ""The Wolfman"" is released in a specific regional release region ""a,"" then the GDP nominal per capita measured in United States Dollar in that region ""a"" is represented by the variable ""?a"".",36.1663208,66.61734772,4153,The Wolfman /film/film/release_date_s./film/film_regional_release_date/film_release_region Lithuania => Lithuania /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Beauty and the Beast /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.126315789,0.857142857,1,24,28,24,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film, specifically ""Beauty and the Beast,"" has a regional release date in a certain location, then the nominal GDP per capita in that location is measured in United States Dollars.","The explanation for this rule is: Beauty and the Beast has a regional release date in a particular location; therefore, the nominal GDP per capita measured in United States Dollar in that location can be determined.",26.95134735,58.50829697,4154,Beauty and the Beast /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
How to Train Your Dragon /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.252631579,0.872727273,1,48,55,48,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film ""How to Train Your Dragon"" was released on a certain date in a specific region, then the GDP nominal per capita of that region, measured in United States Dollars, can be determined.","The explanation for this rule is: When the movie ""How to Train Your Dragon"" is released in a specific region, then the GDP nominal per capita in that region is measured in United States Dollar currency.",30.16888237,33.09881973,4155,How to Train Your Dragon /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Transformers: Dark of the Moon /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.215789474,0.836734694,1,41,49,41,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film release date for ""Transformers: Dark of the Moon"" in a specific region is known, then the GDP nominal per capita measurement in United States Dollar for that region can be determined.","The explanation for this rule is: When a film with the title ""Transformers: Dark of the Moon"" is released in a specific region, then the nominal GDP per capita in that region is expressed in United States Dollar currency.",37.0028801,23.42535782,4156,Transformers: Dark of the Moon /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
G.I. Joe: Retaliation /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.136842105,0.866666667,1,26,30,26,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film with the title ""G.I. Joe: Retaliation"" has a specific release date in a particular region, then the GDP per capita in that region, measured in United States Dollars, can be retrieved.","The explanation for this rule is: When the film ""G.I. Joe: Retaliation"" has a regional release date in a specific film release region, then the GDP nominal per capita in United States Dollar of that region is associated with the same location.",18.18675232,34.91641617,4157,G.I. Joe: Retaliation /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Brazil /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.063157895,0.8,1,12,15,12,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film released in Brazil has a regional release date, then the nominal GDP per capita in United States Dollars of the statistical region where the film was released can be determined.","The explanation for this rule is: When a film released in Brazil has a regional release date in a specific region, then the GDP nominal per capita in United States Dollar for that region is calculated at that point in time.",37.89513016,41.96405029,4158,Brazil /film/film/release_date_s./film/film_regional_release_date/film_release_region Australia => Australia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
ParaNorman /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.121052632,0.884615385,1,23,26,23,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film released in different regions like ParaNorman has a specific regional release date in its knowledge graph, then the statistical region's GDP nominal per capita in United States Dollars can be derived from it.","The explanation for this rule is: When the movie ""ParaNorman"" was released in a specific region, then the GDP nominal per capita measured in United States Dollar in that region is determined.",90.63052368,74.30696106,4159,ParaNorman /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Hairspray /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.136842105,0.866666667,1,26,30,26,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film released regionally has a release date in the film's general release date, then the GDP nominal per capita in United States Dollar for that region can be retrieved.","The explanation for this rule is: If a movie Hairspray has a specific release date in a certain region, then the nominal GDP per capita of that region is measured in United States Dollars.",58.25874329,31.45001793,4160,Hairspray /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Silver Linings Playbook /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.147368421,0.8,1,28,35,28,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film ""Silver Linings Playbook"" has a specific regional release date, then the GDP per capita in United States Dollar of that region can be determined.","The explanation for this rule is: When the movie ""Silver Linings Playbook"" is released in a specific region as represented by ?a, then the GDP nominal per capita in that region is measured in United States Dollar currency.",41.31257248,47.67905426,4161,Silver Linings Playbook /film/film/release_date_s./film/film_regional_release_date/film_release_region Lithuania => Lithuania /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Contraband /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.157894737,0.857142857,1,30,35,30,?a,7,1,1,20,1,1,"The explanation for this rule is: If a film is considered contraband and has a specific regional release date in a particular region, then the nominal GDP per capita of that region is measured in United States Dollars.","The explanation for this rule is: When a film's contraband release date in a specific region is known, then the nominal GDP per capita in United States Dollar for that region can be determined.",31.55813217,61.00013733,4162,Contraband /film/film/release_date_s./film/film_regional_release_date/film_release_region Lithuania => Lithuania /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Ted /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.184210526,0.875,1,35,40,35,?a,7,1,0,20,1,1,"The explanation for this rule is: When Ted has a release date in a specific region, then the nominal GDP per capita in that region is measured in United States Dollars.","The explanation for this rule is: When a film released on a specific date in a certain region, then the GDP nominal per capita in that region is measured in United States Dollar.",38.94513702,46.05459595,4163,Ted /film/film/release_date_s./film/film_regional_release_date/film_release_region Colombia => Colombia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
Back to the Future /film/film/release_date_s./film/film_regional_release_date/film_release_region ?a => ?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar,0.052631579,0.833333333,1,10,12,10,?a,7,1,0,20,1,1,"The explanation for this rule is: If a film is released in a specific region after its initial release date, then the nominal GDP per capita of that region is measured in United States Dollars.","The explanation for this rule is: When a film ""Back to the Future"" has a release date and a regional release date in a certain region, then the GDP nominal per capita in that region is measured in United States Dollar currency.",24.66512299,37.74648285,4164,Back to the Future /film/film/release_date_s./film/film_regional_release_date/film_release_region Australia => Australia /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency United States Dollar
