Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable,Instances,Rules_with_labels,Instances_with_labels,Variable_types
?e  2210  ?b  ?a  2448  ?e   => ?a  2210  ?b,0.577017115,1.0,1.0,472,472,472,?b,4559786 2210 2234689 440 2448 440 => 2906 2210 1677194,?e /film/film_film_distributor_relationship/region-/film/film_film_distributor_relationship/film ?b ?a /location/mailing_address/country-/location/location/contains ?e => ?a /film/film_film_distributor_relationship/region-/film/film_film_distributor_relationship/film ?b,DVD Region 1 /film/film_film_distributor_relationship/region-/film/film_film_distributor_relationship/film Back to the Future Italy /location/mailing_address/country-/location/location/contains Italy => United Kingdom /film/film_film_distributor_relationship/region-/film/film_film_distributor_relationship/film Cold Mountain,"{'?e': ""['/periodicals/newspaper_circulation_area', '/organization/organization_member', '/location/dated_location', '/military/military_combatant', '/law/court_jurisdiction_area', '/location/country', '/sports/sports_team_location', '/sports/sport_country', '/exhibitions/exhibition_subject', '/organization/organization_scope', '/symbols/name_source', '/symbols/flag_referent', '/government/governmental_jurisdiction', '/location/administrative_division', '/travel/travel_destination', '/organization/organization_founder', '/meteorology/forecast_zone', '/fictional_universe/fictional_setting', '/location/region', '/media_common/netflix_genre', '/location/statistical_region', '/book/book_subject', '/olympics/olympic_participating_country', '/film/film_location', '/exhibitions/exhibition_venue', '/biology/breed_origin', '/business/business_location', '/food/beer_country_region', '/business/employer', '/location/location']"", '?b': ""['/film/film', '/media_common/adaptation', '/award/award_nominated_work', '/media_common/netflix_title', '/award/award_winning_work']"", '?a': ""['/sports/sport_country', '/organization/contact_category', '/food/beer_country_region', '/government/governmental_jurisdiction', '/location/uk_statistical_location', '/business/employer', '/location/dated_location', '/organization/organization_scope', '/royalty/kingdom', '/organization/organization_member', '/sports/sports_team_location', '/media_common/netflix_genre', '/book/periodical_subject', '/military/military_combatant', '/location/location', '/location/statistical_region', '/location/administrative_division', '/biology/breed_origin', '/symbols/flag_referent', '/fictional_universe/fictional_setting', '/tv/tv_location', '/film/film_location', '/organization/organization_founder', '/periodicals/newspaper_circulation_area', '/location/country', '/business/business_location', '/olympics/olympic_participating_country', '/cvg/computer_game_region', '/law/court_jurisdiction_area', '/book/book_subject']""}"
?e  2479  ?b  ?a  2632  ?e   => ?a  2633  ?b,0.993562232,1.0,1.0,463,463,463,?b,38741444 2479 41465233 6185940 2632 38602627 => 6185940 2633 10121397,?e /biology/organism_classification/parent_classifications-/biology/organism_classification/child_classifications ?b ?a /biology/organism_classification_placement/taxonomic_authority-/biology/organism_classification/parent_classifications ?e => ?a /biology/organism_classification_placement/taxonomic_authority-/biology/organism_classification/child_classifications ?b,Paramecium bursaria Chlorella virus XY6E /biology/organism_classification/parent_classifications-/biology/organism_classification/child_classifications Chlorovirus International Committee on Taxonomy of Viruses /biology/organism_classification_placement/taxonomic_authority-/biology/organism_classification/parent_classifications 38602627 => International Committee on Taxonomy of Viruses /biology/organism_classification_placement/taxonomic_authority-/biology/organism_classification/child_classifications Coleviroid,"{'?e': ""['/biology/organism_classification']"", '?b': ""['/biology/organism_classification']"", '?a': ""['/internet/website_owner', '/organization/organization', '/biology/taxonomic_authority', '/organization/membership_organization']""}"
?f  1431  ?b  ?a  2843  ?f   => ?a  2843  ?b,0.535840188,1.0,1.0,456,456,456,?a,36646931 1431 17774655 42182022 2843 12925081 => 36700816 2843 14135888,?f /award/award_achievement_level/higher_level ?b ?a /award/award_honor/ceremony-/award/award_achievement_level/winners ?f => ?a /award/award_honor/ceremony-/award/award_achievement_level/winners ?b,World Press Photo Award 3rd Prize /award/award_achievement_level/higher_level World Press Photo Award 2nd Prize 42182022 /award/award_honor/ceremony-/award/award_achievement_level/winners 12925081 => German Film Awards 1957 /award/award_honor/ceremony-/award/award_achievement_level/winners Film Strip in Gold,"{'?f': ""['/award/award_achievement_level']"", '?b': ""['/award/award_winning_work', '/award/award_achievement_level']"", '?a': ""['/award/award_ceremony', '/time/event']""}"
?f  152  ?b  ?a  180  ?f   => ?a  180  ?b,0.704510683,1.0,1.0,13354,13354,13354,?a,29709800 152 29709800 11477132 180 329850 => 11477132 180 329850,?f /location/hud_county_place/place ?b ?a /broadcast/broadcast/area_served ?f => ?a /broadcast/broadcast/area_served ?b,Radnor Township /location/hud_county_place/place Radnor Township KBQB /broadcast/broadcast/area_served Chico => KBQB /broadcast/broadcast/area_served Chico,"{'?f': ""['/periodicals/newspaper_circulation_area', '/location/dated_location', '/travel/travel_destination', '/location/hud_county_place', '/location/location', '/location/citytown', '/government/governmental_jurisdiction', '/location/statistical_region', '/location/hud_foreclosure_area']"", '?b': ""['/periodicals/newspaper_circulation_area', '/location/dated_location', '/travel/travel_destination', '/location/hud_county_place', '/location/location', '/location/citytown', '/government/governmental_jurisdiction', '/location/statistical_region', '/location/hud_foreclosure_area']"", '?a': ""['/broadcast/broadcast', '/broadcast/radio_station']""}"
?f  152  ?b  ?a  2616  ?f   => ?a  2616  ?b,0.803113168,1.0,1.0,1909,1909,1909,?a,29709800 152 29709800 1721091 2616 218910 => 1721091 2616 218910,?f /location/hud_county_place/place ?b ?a /medicine/hospital/address-/location/mailing_address/citytown ?f => ?a /medicine/hospital/address-/location/mailing_address/citytown ?b,Radnor Township /location/hud_county_place/place Radnor Township Coastal Harbor Treatment Center /medicine/hospital/address-/location/mailing_address/citytown Savannah => Coastal Harbor Treatment Center /medicine/hospital/address-/location/mailing_address/citytown Savannah,"{'?f': ""['/periodicals/newspaper_circulation_area', '/sports/sports_team_location', '/location/dated_location', '/location/hud_county_place', '/location/capital_of_administrative_division', '/travel/travel_destination', '/education/field_of_study', '/influence/influence_node', '/government/governmental_jurisdiction', '/book/periodical_subject', '/location/hud_foreclosure_area', '/location/citytown', '/location/statistical_region', '/book/book_subject', '/location/location', '/media_common/quotation_subject']"", '?b': ""['/periodicals/newspaper_circulation_area', '/sports/sports_team_location', '/location/dated_location', '/location/hud_county_place', '/location/capital_of_administrative_division', '/travel/travel_destination', '/education/field_of_study', '/influence/influence_node', '/government/governmental_jurisdiction', '/book/periodical_subject', '/location/hud_foreclosure_area', '/location/citytown', '/location/statistical_region', '/book/book_subject', '/location/location', '/media_common/quotation_subject']"", '?a': ""['/architecture/building', '/business/employer', '/medicine/hospital', '/projects/project_focus', '/architecture/structure', '/location/location']""}"
?f  152  ?b  ?a  336  ?f   => ?a  336  ?b,0.705128205,1.0,1.0,165,165,165,?a,29709800 152 29709800 40882484 336 24305 => 40882484 336 24305,?f /location/hud_county_place/place ?b ?a /location/mailing_address/citytown ?f => ?a /location/mailing_address/citytown ?b,Radnor Township /location/hud_county_place/place Radnor Township City House and the Olympic /location/mailing_address/citytown Los Angeles => City House and the Olympic /location/mailing_address/citytown Los Angeles,"{'?f': ""['/location/hud_foreclosure_area', '/fictional_universe/fictional_setting', '/location/location', '/location/citytown', '/film/film_location', '/olympics/olympic_host_city', '/book/book_subject', '/government/governmental_jurisdiction', '/location/administrative_division', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/business/business_location', '/location/hud_county_place', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/sports/sports_team_location', '/tv/tv_location', '/olympics/olympic_bidding_city', '/location/place_with_neighborhoods', '/organization/organization_scope', '/film/film_subject', '/location/capital_of_administrative_division']"", '?b': ""['/location/hud_foreclosure_area', '/fictional_universe/fictional_setting', '/location/location', '/location/citytown', '/film/film_location', '/olympics/olympic_host_city', '/book/book_subject', '/government/governmental_jurisdiction', '/location/administrative_division', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/business/business_location', '/location/hud_county_place', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/sports/sports_team_location', '/tv/tv_location', '/olympics/olympic_bidding_city', '/location/place_with_neighborhoods', '/organization/organization_scope', '/film/film_subject', '/location/capital_of_administrative_division']"", '?a': ""['/location/location', '/projects/project_focus']""}"
?f  1956  ?b  ?a  527  ?f   => ?a  525  ?b,0.650638172,1.0,1.0,2192,2192,2192,?a,12565762 1956 160 26506462 527 9700 => 27444063 525 160,?f /location/mailing_address/postal_code-/location/mailing_address/country ?b ?a /wine/wine/region ?f => ?a /wine/wine/country ?b,"89501 /location/mailing_address/postal_code-/location/mailing_address/country United States of America 2004 Alesia ""Sonatera Vineyard"" Sonoma Coast Pinot Noir /wine/wine/region California => 2005 Mia's Playground ""Old Vine"" Dry Creek Valley Zinfandel /wine/wine/country United States of America","{'?f': ""['/symbols/flag_referent', '/sports/sports_team_location', '/fictional_universe/fictional_setting', '/periodicals/newspaper_circulation_area', '/location/us_state', '/government/political_district', '/government/government_agency', '/film/film_location', '/wine/wine_region', '/location/dated_location', '/organization/organization_scope', '/location/location', '/book/book_subject', '/location/statistical_region', '/location/administrative_division', '/organization/organization', '/military/military_unit_place_of_origin', '/law/court_jurisdiction_area', '/meteorology/cyclone_affected_area', '/government/governmental_jurisdiction', '/symbols/name_source', '/travel/travel_destination']"", '?b': ""['/tv/tv_location', '/sports/sports_team_location', '/event/speech_topic', '/organization/organization_sector', '/government/governmental_jurisdiction', '/olympics/olympic_participating_country', '/location/administrative_division', '/location/country', '/sports/sport_country', '/periodicals/newspaper_circulation_area', '/location/location', '/travel/travel_destination', '/media_common/quotation_subject', '/meteorology/cyclone_affected_area', '/biology/breed_origin', '/exhibitions/exhibition_subject', '/religion/religious_leadership_jurisdiction', '/radio/radio_subject', '/location/dated_location', '/organization/contact_category', '/organization/organization_founder', '/film/film_location', '/location/statistical_region', '/business/business_location', '/media_common/quotation_addressee', '/government/government', '/military/military_unit_place_of_origin', '/fictional_universe/fictional_setting', '/symbols/flag_referent', '/symbols/name_source', '/book/book_subject', '/business/employer', '/organization/organization_member', '/business/asset_owner', '/film/film_subject', '/food/beer_country_region', '/organization/organization_scope', '/cvg/computer_game_region', '/military/military_combatant', '/law/court_jurisdiction_area']"", '?a': ""['/business/consumer_product', '/wine/wine']""}"
?f  1958  ?b  ?a  763  ?f   => ?a  763  ?b,1.0,1.0,1.0,51771,51771,51771,?a,115708 1958 160 31846228 763 160 => 31846228 763 160,?f /location/mailing_address/state_province_region-/location/mailing_address/country ?b ?a /medicine/manufactured_drug_form/available_in ?f => ?a /medicine/manufactured_drug_form/available_in ?b,Indiana /location/mailing_address/state_province_region-/location/mailing_address/country United States of America Bay Leaf 0.1 injectable solution /medicine/manufactured_drug_form/available_in United States of America => Bay Leaf 0.1 injectable solution /medicine/manufactured_drug_form/available_in United States of America,"{'?f': ""['/tv/tv_location', '/sports/sports_team_location', '/event/speech_topic', '/organization/organization_sector', '/government/governmental_jurisdiction', '/olympics/olympic_participating_country', '/location/administrative_division', '/location/country', '/sports/sport_country', '/periodicals/newspaper_circulation_area', '/location/location', '/travel/travel_destination', '/media_common/quotation_subject', '/meteorology/cyclone_affected_area', '/biology/breed_origin', '/exhibitions/exhibition_subject', '/religion/religious_leadership_jurisdiction', '/radio/radio_subject', '/location/dated_location', '/organization/contact_category', '/organization/organization_founder', '/film/film_location', '/location/statistical_region', '/business/business_location', '/media_common/quotation_addressee', '/government/government', '/military/military_unit_place_of_origin', '/fictional_universe/fictional_setting', '/symbols/flag_referent', '/symbols/name_source', '/book/book_subject', '/business/employer', '/organization/organization_member', '/business/asset_owner', '/film/film_subject', '/food/beer_country_region', '/organization/organization_scope', '/cvg/computer_game_region', '/military/military_combatant', '/law/court_jurisdiction_area']"", '?b': ""['/tv/tv_location', '/sports/sports_team_location', '/event/speech_topic', '/organization/organization_sector', '/government/governmental_jurisdiction', '/olympics/olympic_participating_country', '/location/administrative_division', '/location/country', '/sports/sport_country', '/periodicals/newspaper_circulation_area', '/location/location', '/travel/travel_destination', '/media_common/quotation_subject', '/meteorology/cyclone_affected_area', '/biology/breed_origin', '/exhibitions/exhibition_subject', '/religion/religious_leadership_jurisdiction', '/radio/radio_subject', '/location/dated_location', '/organization/contact_category', '/organization/organization_founder', '/film/film_location', '/location/statistical_region', '/business/business_location', '/media_common/quotation_addressee', '/government/government', '/military/military_unit_place_of_origin', '/fictional_universe/fictional_setting', '/symbols/flag_referent', '/symbols/name_source', '/book/book_subject', '/business/employer', '/organization/organization_member', '/business/asset_owner', '/film/film_subject', '/food/beer_country_region', '/organization/organization_scope', '/cvg/computer_game_region', '/military/military_combatant', '/law/court_jurisdiction_area']"", '?a': ""['/medicine/manufactured_drug_form', '/business/consumer_product']""}"
?f  2124  ?b  ?a  800  ?f   => ?a  2127  ?b,0.98593436,1.0,1.0,1472,1472,1472,?b,26520057 2124 6343 3181080 800 4589842 => 1742346 2127 18,?f /olympics/olympic_medal_honor/event-/olympics/olympic_medal_honor/country ?b ?a /olympics/olympic_games/competitions ?f => ?a /olympics/olympic_medal_honor/olympics-/olympics/olympic_medal_honor/country ?b,Shooting at the 2012 Summer Olympics - Men's Trap /olympics/olympic_medal_honor/event-/olympics/olympic_medal_honor/country Croatia 3181080 /olympics/olympic_games/competitions 4589842 => 1952 Summer Olympics /olympics/olympic_medal_honor/olympics-/olympics/olympic_medal_honor/country Germany,"{'?f': ""['/time/event', '/olympics/olympic_event_competition']"", '?b': ""['/periodicals/newspaper_circulation_area', '/film/film_location', '/organization/organization_member', '/business/business_location', '/symbols/name_source', '/location/dated_location', '/military/military_combatant', '/religion/religious_leadership_jurisdiction', '/military/military_post', '/organization/organization_scope', '/organization/contact_category', '/symbols/flag_referent', '/government/governmental_jurisdiction', '/organization/organization_founder', '/travel/travel_destination', '/location/administrative_division', '/cvg/computer_game_region', '/fictional_universe/fictional_setting', '/location/country', '/food/beer_country_region', '/government/political_district', '/media_common/netflix_genre', '/sports/sport_country', '/location/statistical_region', '/exhibitions/exhibition_venue', '/sports/sports_team_location', '/broadcast/tv_station_owner', '/olympics/olympic_participating_country', '/biology/breed_origin', '/business/employer', '/book/book_subject', '/location/location']"", '?a': ""['/book/book_subject', '/time/event', '/olympics/olympic_games']""}"
?f  2201  ?a  ?b  2201  ?f   => ?a  2201  ?b,1.0,1.0,1.0,134,134,134,?a,15174855 2201 15174855 15174855 2201 15174855 => 15174855 2201 15174855,?f /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?a ?b /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?f => ?a /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b,2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season 2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season => 2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season,"{'?f': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?a': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?b': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']""}"
?f  2201  ?b  ?a  2201  ?f   => ?a  2201  ?b,1.0,1.0,1.0,134,134,134,?a,15174855 2201 15174855 15174855 2201 15174855 => 15174855 2201 15174855,?f /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b ?a /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?f => ?a /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b,2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season 2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season => 2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season,"{'?f': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?b': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?a': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']""}"
?f  2201  ?b  ?a  2203  ?f   => ?a  2203  ?b,1.0,1.0,1.0,17074,17074,17074,?a,15174855 2201 15174855 42840100 2203 6589102 => 42840100 2203 6589102,?f /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b ?a /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/last_statistics_season ?f => ?a /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/last_statistics_season ?b,2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season Billy Zitzmann /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/last_statistics_season 1929 Major League Baseball Season => Billy Zitzmann /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/last_statistics_season 1929 Major League Baseball Season,"{'?f': ""['/sports/sports_league_season', '/time/event', '/book/book_subject']"", '?b': ""['/sports/sports_league_season', '/time/event', '/book/book_subject']"", '?a': ""['/people/deceased_person', '/sports/pro_athlete', '/baseball/baseball_player', '/people/person', '/people/measured_person']""}"
?f  2201  ?b  ?a  2204  ?f   => ?a  2204  ?b,1.0,1.0,1.0,2235,2235,2235,?b,15174855 2201 15174855 40755268 2204 40755268 => 40755268 2204 40755268,?f /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season ?f => ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season ?b,2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season 1971 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season 1971 Major League Baseball Season => 1971 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season 1971 Major League Baseball Season,"{'?f': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?b': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?a': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']""}"
?f  2201  ?b  ?a  2204  ?f   => ?a  2205  ?b,0.98937583,1.0,1.0,2235,2235,2235,?a,15174855 2201 15174855 40755268 2204 40755268 => 21320085 2205 10071456,?f /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season ?f => ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season ?b,2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season 1971 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season 1971 Major League Baseball Season => 1999 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season 2009 Major League Baseball season,"{'?f': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?b': ""['/sports/sports_league_season', '/time/event']"", '?a': ""['/time/event', '/book/book_subject', '/sports/sports_league_season']""}"
?f  2201  ?b  ?a  2205  ?f   => ?a  2205  ?b,1.0,1.0,1.0,2259,2259,2259,?a,15174855 2201 15174855 21320085 2205 10071456 => 21320085 2205 10071456,?f /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season ?b ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season ?f => ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season ?b,2003 Major League Baseball season /baseball/lifetime_batting_statistics/last_statistics_season-/baseball/lifetime_batting_statistics/ending_season 2003 Major League Baseball season 1999 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season 2009 Major League Baseball season => 1999 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season 2009 Major League Baseball season,"{'?f': ""['/sports/sports_league_season', '/time/event']"", '?b': ""['/sports/sports_league_season', '/time/event']"", '?a': ""['/time/event', '/book/book_subject', '/sports/sports_league_season']""}"
?f  2202  ?b  ?a  2206  ?f   => ?a  2204  ?b,1.0,1.0,1.0,2235,2235,2235,?b,3222963 2202 14874877 30727397 2206 38558487 => 40755268 2204 40755268,?f /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/ending_season ?b ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player ?f => ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season ?b,Otto Vélez /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/ending_season 1983 Major League Baseball Season 30727397 /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player 38558487 => 1971 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/ending_season 1971 Major League Baseball Season,"{'?f': ""['/people/measured_person', '/people/person', '/sports/pro_athlete', '/baseball/baseball_player']"", '?b': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']"", '?a': ""['/sports/sports_league_season', '/book/book_subject', '/time/event']""}"
?f  2202  ?b  ?a  2206  ?f   => ?a  2205  ?b,0.98937583,1.0,1.0,2235,2235,2235,?a,3222963 2202 14874877 30727397 2206 38558487 => 21320085 2205 10071456,?f /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/ending_season ?b ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player ?f => ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season ?b,Otto Vélez /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/ending_season 1983 Major League Baseball Season 30727397 /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player 38558487 => 1999 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season 2009 Major League Baseball season,"{'?f': ""['/people/measured_person', '/people/person', '/sports/pro_athlete', '/baseball/baseball_player']"", '?b': ""['/sports/sports_league_season', '/time/event']"", '?a': ""['/time/event', '/book/book_subject', '/sports/sports_league_season']""}"
?f  2203  ?b  ?a  2206  ?f   => ?a  2205  ?b,1.0,1.0,1.0,2259,2259,2259,?a,42840100 2203 6589102 20505228 2206 32371995 => 21320085 2205 10071456,?f /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/last_statistics_season ?b ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player ?f => ?a /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season ?b,Billy Zitzmann /baseball/lifetime_batting_statistics/player-/baseball/lifetime_batting_statistics/last_statistics_season 1929 Major League Baseball Season 1996 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/player Edgar Rentería => 1999 Major League Baseball Season /baseball/lifetime_batting_statistics/starting_season-/baseball/lifetime_batting_statistics/last_statistics_season 2009 Major League Baseball season,"{'?f': ""['/sports/pro_athlete', '/people/measured_person', '/tv/tv_actor', '/sports/sports_award_winner', '/people/person', '/baseball/baseball_player']"", '?b': ""['/sports/sports_league_season', '/time/event']"", '?a': ""['/time/event', '/book/book_subject', '/sports/sports_league_season']""}"
?f  2610  ?b  ?a  6  ?f   => ?a  2611  ?b,0.974757282,0.996031746,1.0,502,504,502,?a,17478578 2610 26215292 777058 6 2207050 => 12521863 2611 43438782,?f /award/long_list_nomination/nominated_work-/award/award_category/long_lists ?b ?a /book/author/works_written ?f => ?a /award/long_list_nomination/nominee-/award/award_category/long_lists ?b,Far to Go /award/long_list_nomination/nominated_work-/award/award_category/long_lists Man Booker Prize 777058 /book/author/works_written 2207050 => Raja Shehadeh /award/long_list_nomination/nominee-/award/award_category/long_lists Orwell Prize for Books,"{'?f': ""['/award/long_listed_work', '/book/written_work', '/book/book']"", '?b': ""['/award/award_category']"", '?a': ""['/people/person', '/book/author', '/organization/organization_founder', '/award/award_nominee', '/award/long_list_nominee']""}"
?a  101  ?e  ?e  152  ?b   => ?a  101  ?b,0.20402026,1.0,1.0,2578,2578,2578,?b,16861338 101 332282 10475344 152 10475344 => 33319944 101 323731,?a /aviation/airport/serves ?e ?e /location/hud_county_place/place ?b => ?a /aviation/airport/serves ?b,Bamako–Sénou International Airport /aviation/airport/serves Bamako 10475344 /location/hud_county_place/place 10475344 => Harrisburg International Airport /aviation/airport/serves Harrisburg,"{'?a': ""['/aviation/airport', '/location/location']"", '?e': ""['/location/dated_location', '/travel/travel_destination', '/location/statistical_region', '/location/citytown', '/location/location', '/periodicals/newspaper_circulation_area', '/location/administrative_division']"", '?b': ""['/location/hud_county_place', '/location/capital_of_administrative_division', '/travel/travel_destination', '/location/place_with_neighborhoods', '/film/film_location', '/location/statistical_region', '/location/hud_foreclosure_area', '/government/governmental_jurisdiction', '/location/dated_location', '/location/citytown', '/location/location', '/periodicals/newspaper_circulation_area']""}"
?a  101  ?f  ?b  152  ?f   => ?a  101  ?b,0.20402026,0.937795562,1.0,2578,2749,2578,?b,16861338 101 332282 10475344 152 10475344 => 33319944 101 323731,?a /aviation/airport/serves ?f ?b /location/hud_county_place/place ?f => ?a /aviation/airport/serves ?b,Bamako–Sénou International Airport /aviation/airport/serves Bamako 10475344 /location/hud_county_place/place 10475344 => Harrisburg International Airport /aviation/airport/serves Harrisburg,"{'?a': ""['/aviation/airport', '/location/location']"", '?f': ""['/location/dated_location', '/travel/travel_destination', '/location/statistical_region', '/location/citytown', '/location/location', '/periodicals/newspaper_circulation_area', '/location/administrative_division']"", '?b': ""['/location/hud_county_place', '/location/capital_of_administrative_division', '/travel/travel_destination', '/location/place_with_neighborhoods', '/film/film_location', '/location/statistical_region', '/location/hud_foreclosure_area', '/government/governmental_jurisdiction', '/location/dated_location', '/location/citytown', '/location/location', '/periodicals/newspaper_circulation_area']""}"
?a  109  ?f  ?f  469  ?b   => ?a  469  ?b,0.909090909,0.980392157,1.0,700,714,700,?a,18091036 109 18091036 19911205 469 705527 => 19911205 469 705527,?a /education/educational_institution/campuses ?f ?f /education/university/fraternities_and_sororities ?b => ?a /education/university/fraternities_and_sororities ?b,The Art Institute of Seattle /education/educational_institution/campuses The Art Institute of Seattle South Dakota School of Mines and Technology /education/university/fraternities_and_sororities Alpha Delta Pi => South Dakota School of Mines and Technology /education/university/fraternities_and_sororities Alpha Delta Pi,"{'?a': ""['/organization/organization', '/location/location', '/business/employer', '/organization/endowed_organization', '/education/educational_institution_campus', '/education/educational_institution', '/education/university']"", '?f': ""['/organization/organization', '/location/location', '/business/employer', '/organization/endowed_organization', '/education/educational_institution_campus', '/education/educational_institution', '/education/university']"", '?b': ""['/organization/organization', '/business/employer', '/education/fraternity_sorority']""}"
