id,rule,Instances
137959,?b 30 ?a ?a 33 ?b => ?a 6 ?b,<NA>
137960,?a 11 ?b ?a 25 ?b => ?a 6 ?b,19444 11 20540 19444 25 20540 => 19444 6 20540
137961,?b 30 ?a ?a 39 ?b => ?a 6 ?b,20015 30 19196 19196 39 20015 => 19196 6 20015
137962,?a 11 ?b ?b 39 ?a => ?a 6 ?b,<NA>
137963,?a 25 ?b ?a 38 ?b => ?a 6 ?b,<NA>
137964,?a 15 ?b ?b 17 ?a => ?a 6 ?b,<NA>
137965,?b 18 ?a ?a 19 ?b => ?a 6 ?b,20412 18 18864 18864 19 20412 => 18864 6 20412
137966,?a 13 ?b ?a 25 ?b => ?a 6 ?b,<NA>
137967,?a 22 ?b ?a 25 ?b => ?a 6 ?b,<NA>
137968,?a 2 ?b ?a 25 ?b => ?a 6 ?b,<NA>
137969,?a 11 ?b ?b 18 ?a => ?a 6 ?b,19610 11 20501 20501 18 19610 => 19610 6 20501
137970,?a 25 ?b ?a 5 ?b => ?a 6 ?b,<NA>
137971,?a 14 ?b ?a 25 ?b => ?a 6 ?b,<NA>
137972,?b 30 ?a ?a 5 ?b => ?a 6 ?b,20015 30 19196 19196 5 20015 => 19196 6 20015
137973,?b 30 ?a ?a 38 ?b => ?a 6 ?b,20015 30 19196 19196 38 20015 => 19196 6 20015
137974,?e 19 ?a ?e 3 ?b => ?a 31 ?b,19509 19 19093 19509 3 19931 => 19093 31 19931
137975,?a 12 ?b ?b 30 ?a => ?a 6 ?b,20555 12 19354 19354 30 20555 => 20555 6 19354
137976,?b 10 ?a ?a 12 ?b => ?a 6 ?b,<NA>
137977,?b 18 ?a ?a 8 ?b => ?a 6 ?b,20412 18 18864 18864 8 20412 => 18864 6 20412
137978,?b 10 ?a ?a 8 ?b => ?a 6 ?b,<NA>
137979,?b 18 ?a ?a 22 ?b => ?a 6 ?b,20412 18 18864 18864 22 20412 => 18864 6 20412
137980,?e 23 ?a ?e 3 ?b => ?a 31 ?b,19594 23 19383 19594 3 18917 => 19383 31 18917
137981,?b 18 ?a ?b 30 ?a => ?a 6 ?b,<NA>
137982,?b 17 ?a ?a 29 ?b => ?a 6 ?b,<NA>
137983,?a 25 ?b ?a 39 ?b => ?a 6 ?b,<NA>
137984,?b 17 ?a ?a 36 ?b => ?a 6 ?b,<NA>
137985,?b 17 ?a ?a 37 ?b => ?a 6 ?b,<NA>
137986,?b 18 ?a ?a 2 ?b => ?a 6 ?b,20412 18 18864 18864 2 20412 => 18864 6 20412
137987,?e 3 ?b ?e 31 ?a => ?a 31 ?b,19001 3 19325 19001 31 20508 => 20508 31 19325
137988,?e 14 ?a ?e 3 ?b => ?a 31 ?b,<NA>
137989,?a 23 ?b ?a 36 ?b => ?a 6 ?b,<NA>
137990,?a 31 ?b ?a 36 ?b => ?a 6 ?b,<NA>
137991,?a 36 ?b ?a 8 ?b => ?a 6 ?b,<NA>
137992,?a 30 ?b ?a 36 ?b => ?a 6 ?b,20015 30 19196 20015 36 19196 => 20015 6 19196
137993,?b 17 ?a ?b 30 ?a => ?a 6 ?b,<NA>
137994,?a 36 ?b ?a 39 ?b => ?a 6 ?b,19095 36 19050 19095 39 19050 => 19095 6 19050
137995,?a 18 ?b ?a 36 ?b => ?a 6 ?b,19261 18 20499 19261 36 20499 => 19261 6 20499
137996,?a 36 ?b ?a 38 ?b => ?a 6 ?b,19095 36 19050 19095 38 19050 => 19095 6 19050
137997,?a 2 ?b ?a 36 ?b => ?a 6 ?b,<NA>
137998,?a 36 ?b ?a 5 ?b => ?a 6 ?b,<NA>
137999,?a 14 ?b ?a 36 ?b => ?a 6 ?b,19112 14 19843 19112 36 19843 => 19112 6 19843
138000,?e 3 ?b ?a 6 ?e => ?a 31 ?b,19001 3 19325 19547 6 19001 => 19547 31 19325
138001,?a 3 ?b ?a 36 ?b => ?a 6 ?b,<NA>
138002,?a 17 ?b ?b 39 ?a => ?a 6 ?b,<NA>
138003,?a 12 ?b ?a 36 ?b => ?a 6 ?b,<NA>
138004,?a 10 ?b ?b 12 ?a => ?a 6 ?b,<NA>
138005,?a 11 ?b ?a 36 ?b => ?a 6 ?b,<NA>
138006,?a 12 ?b ?b 18 ?a => ?a 6 ?b,<NA>
138007,?a 17 ?b ?a 36 ?b => ?a 6 ?b,<NA>
138008,?b 10 ?a ?b 17 ?a => ?a 6 ?b,19237 10 20532 19237 17 20532 => 20532 6 19237
138009,?e 13 ?a ?e 3 ?b => ?a 31 ?b,<NA>
138010,?a 13 ?b ?a 36 ?b => ?a 6 ?b,19585 13 19715 19585 36 19715 => 19585 6 19715
138011,?a 10 ?b ?b 30 ?a => ?a 6 ?b,<NA>
138012,?a 13 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138013,?a 23 ?b ?b 39 ?a => ?a 6 ?b,19594 23 19383 19383 39 19594 => 19594 6 19383
138014,?a 36 ?b ?a 4 ?b => ?a 6 ?b,19095 36 19050 19095 4 19050 => 19095 6 19050
138015,?a 19 ?b ?a 36 ?b => ?a 6 ?b,<NA>
138016,?b 12 ?a ?a 30 ?b => ?a 6 ?b,20555 12 19354 19354 30 20555 => 19354 6 20555
138017,?a 14 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138018,?a 33 ?b ?a 36 ?b => ?a 6 ?b,<NA>
138019,?a 2 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138020,?a 23 ?b ?b 30 ?a => ?a 6 ?b,<NA>
138021,?a 11 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138022,?a 23 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138023,?a 29 ?b ?a 5 ?b => ?a 6 ?b,19261 29 20072 19261 5 20072 => 19261 6 20072
138024,?a 22 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138025,?e 3 ?b ?e 6 ?a => ?a 31 ?b,19001 3 19325 19001 6 20501 => 20501 31 19325
138026,?a 29 ?b ?a 8 ?b => ?a 6 ?b,19261 29 20072 19261 8 20072 => 19261 6 20072
138027,?a 22 ?b ?b 39 ?a => ?a 6 ?b,<NA>
138028,?b 12 ?a ?a 3 ?b => ?a 6 ?b,<NA>
138029,?a 29 ?b ?a 38 ?b => ?a 6 ?b,19261 29 20072 19261 38 20072 => 19261 6 20072
138030,?b 39 ?a ?a 8 ?b => ?a 6 ?b,19383 39 20585 20585 8 19383 => 20585 6 19383
138031,?b 12 ?a ?b 18 ?a => ?a 6 ?b,<NA>
138032,?a 29 ?b ?a 39 ?b => ?a 6 ?b,19261 29 20072 19261 39 20072 => 19261 6 20072
138033,?a 29 ?b ?a 4 ?b => ?a 6 ?b,<NA>
138034,?a 18 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138035,?a 18 ?b ?b 39 ?a => ?a 6 ?b,20412 18 18864 18864 39 20412 => 20412 6 18864
138036,?b 30 ?a ?a 4 ?b => ?a 6 ?b,<NA>
138037,?a 17 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138038,?a 19 ?b ?a 28 ?b => ?a 6 ?b,<NA>
138039,?a 23 ?b ?a 28 ?b => ?a 6 ?b,<NA>
138040,?a 11 ?b ?b 30 ?a => ?a 6 ?b,<NA>
138041,?b 30 ?a ?a 8 ?b => ?a 6 ?b,<NA>
138042,?a 18 ?b ?b 30 ?a => ?a 6 ?b,<NA>
138043,?b 17 ?a ?a 30 ?b => ?a 6 ?b,<NA>
138044,?a 18 ?b ?a 28 ?b => ?a 6 ?b,<NA>
138045,?a 2 ?b ?b 30 ?a => ?a 6 ?b,<NA>
138046,?a 12 ?b ?a 28 ?b => ?a 6 ?b,<NA>
138047,?a 19 ?b ?b 30 ?a => ?a 6 ?b,<NA>
138048,?a 28 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138049,?a 28 ?b ?a 33 ?b => ?a 6 ?b,<NA>
138050,?a 28 ?b ?a 38 ?b => ?a 6 ?b,19553 28 20510 19553 38 20510 => 19553 6 20510
138051,?a 31 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138052,?a 10 ?b ?b 17 ?a => ?a 6 ?b,19237 10 20532 20532 17 19237 => 19237 6 20532
138053,?a 14 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138054,?a 2 ?b ?a 28 ?b => ?a 6 ?b,<NA>
138055,?b 17 ?a ?a 3 ?b => ?a 6 ?b,<NA>
138056,?b 30 ?a ?a 31 ?b => ?a 6 ?b,20015 30 19196 19196 31 20015 => 19196 6 20015
138057,?a 12 ?b ?a 29 ?b => ?a 6 ?b,<NA>
138058,?a 34 ?b ?a 38 ?b => ?a 6 ?b,<NA>
138059,?a 34 ?b ?a 5 ?b => ?a 6 ?b,<NA>
138060,?a 34 ?b ?a 8 ?b => ?a 6 ?b,<NA>
138061,?a 17 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138062,?a 34 ?b ?a 4 ?b => ?a 6 ?b,<NA>
138063,?a 22 ?b ?a 28 ?b => ?a 6 ?b,<NA>
138064,?a 14 ?b ?b 39 ?a => ?a 6 ?b,<NA>
138065,?a 13 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138066,?a 28 ?b ?a 3 ?b => ?a 6 ?b,19553 28 20510 19553 3 20510 => 19553 6 20510
138067,?a 15 ?b ?a 31 ?b => ?a 6 ?b,<NA>
138068,?b 12 ?a ?a 33 ?b => ?a 6 ?b,19547 12 19362 19362 33 19547 => 19362 6 19547
138069,?a 15 ?b ?a 23 ?b => ?a 6 ?b,20084 15 19325 20084 23 19325 => 20084 6 19325
138070,?a 28 ?b ?a 31 ?b => ?a 6 ?b,19553 28 20510 19553 31 20510 => 19553 6 20510
138071,?a 19 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138072,?a 14 ?b ?a 28 ?b => ?a 6 ?b,19241 14 19553 19241 28 19553 => 19241 6 19553
138073,?a 2 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138074,?a 15 ?b ?a 19 ?b => ?a 6 ?b,20084 15 19325 20084 19 19325 => 20084 6 19325
138075,?a 22 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138076,?b 39 ?a ?a 5 ?b => ?a 6 ?b,19383 39 20585 20585 5 19383 => 20585 6 19383
138077,?b 12 ?a ?b 30 ?a => ?a 6 ?b,20555 12 19354 20555 30 19354 => 19354 6 20555
138078,?a 23 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138079,?a 11 ?b ?a 15 ?b => ?a 6 ?b,19444 11 20540 19444 15 20540 => 19444 6 20540
138080,?a 15 ?b ?a 17 ?b => ?a 6 ?b,<NA>
138081,?a 28 ?b ?a 39 ?b => ?a 6 ?b,<NA>
138082,?a 15 ?b ?a 2 ?b => ?a 6 ?b,20084 15 19325 20084 2 19325 => 20084 6 19325
138083,?a 11 ?b ?a 28 ?b => ?a 6 ?b,<NA>
138084,?a 15 ?b ?a 39 ?b => ?a 6 ?b,20084 15 19325 20084 39 19325 => 20084 6 19325
138085,?a 11 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138086,?a 34 ?b ?a 39 ?b => ?a 6 ?b,<NA>
138087,?a 12 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138088,?a 15 ?b ?a 8 ?b => ?a 6 ?b,<NA>
138089,?a 15 ?b ?a 4 ?b => ?a 6 ?b,20084 15 19325 20084 4 19325 => 20084 6 19325
138090,?a 28 ?b ?a 8 ?b => ?a 6 ?b,<NA>
138091,?a 18 ?b ?a 34 ?b => ?a 6 ?b,<NA>
138092,?a 14 ?b ?a 15 ?b => ?a 6 ?b,<NA>
138093,?a 15 ?b ?a 38 ?b => ?a 6 ?b,20084 15 19325 20084 38 19325 => 20084 6 19325
138094,?a 15 ?b ?a 5 ?b => ?a 6 ?b,20084 15 19325 20084 5 19325 => 20084 6 19325
138095,?a 15 ?b ?a 22 ?b => ?a 6 ?b,<NA>
138096,?b 12 ?a ?a 4 ?b => ?a 6 ?b,20555 12 19354 19354 4 20555 => 19354 6 20555
138097,?b 18 ?a ?a 4 ?b => ?a 6 ?b,<NA>
138098,?b 17 ?a ?a 33 ?b => ?a 6 ?b,<NA>
138099,?a 13 ?b ?a 15 ?b => ?a 6 ?b,<NA>
138100,?b 12 ?a ?b 39 ?a => ?a 6 ?b,<NA>
138101,?a 23 ?b ?a 32 ?b => ?a 6 ?b,<NA>
138102,?b 12 ?a ?a 19 ?b => ?a 6 ?b,19547 12 19362 19362 19 19547 => 19362 6 19547
138103,?b 18 ?a ?a 23 ?b => ?a 6 ?b,20412 18 18864 18864 23 20412 => 18864 6 20412
138104,?a 15 ?b ?a 18 ?b => ?a 6 ?b,20084 15 19325 20084 18 19325 => 20084 6 19325
138105,?a 12 ?b ?a 15 ?b => ?a 6 ?b,<NA>
138106,?b 17 ?a ?a 4 ?b => ?a 6 ?b,19197 17 20503 20503 4 19197 => 20503 6 19197
138107,?b 12 ?a ?a 23 ?b => ?a 6 ?b,19547 12 19362 19362 23 19547 => 19362 6 19547
138108,?b 12 ?a ?a 13 ?b => ?a 6 ?b,<NA>
138109,?a 13 ?b ?a 20 ?b => ?a 6 ?b,<NA>
138110,?a 10 ?b ?a 20 ?b => ?a 6 ?b,<NA>
138111,?b 12 ?a ?a 38 ?b => ?a 6 ?b,<NA>
138112,?a 13 ?b ?b 18 ?a => ?a 6 ?b,19512 13 18927 18927 18 19512 => 19512 6 18927
138113,?e 10 ?a ?e 33 ?b => ?a 31 ?b,<NA>
138114,?a 14 ?b ?b 18 ?a => ?a 6 ?b,<NA>
138115,?a 13 ?b ?a 32 ?b => ?a 6 ?b,<NA>
138116,?b 12 ?a ?a 22 ?b => ?a 6 ?b,<NA>
138117,?b 12 ?a ?a 18 ?b => ?a 6 ?b,<NA>
138118,?a 14 ?b ?a 20 ?b => ?a 6 ?b,<NA>
138119,?a 20 ?b ?a 5 ?b => ?a 6 ?b,19084 20 20047 19084 5 20047 => 19084 6 20047
138120,?e 10 ?a ?b 4 ?e => ?a 31 ?b,<NA>
138121,?e 10 ?a ?b 17 ?e => ?a 31 ?b,<NA>
138122,?b 12 ?a ?a 8 ?b => ?a 6 ?b,<NA>
138123,?a 20 ?b ?a 4 ?b => ?a 6 ?b,19084 20 20047 19084 4 20047 => 19084 6 20047
138124,?b 18 ?a ?a 39 ?b => ?a 6 ?b,20412 18 18864 18864 39 20412 => 18864 6 20412
138125,?b 12 ?a ?a 31 ?b => ?a 6 ?b,19547 12 19362 19362 31 19547 => 19362 6 19547
138126,?a 20 ?b ?a 38 ?b => ?a 6 ?b,19084 20 20047 19084 38 20047 => 19084 6 20047
138127,?a 11 ?b ?b 17 ?a => ?a 6 ?b,19610 11 20501 20501 17 19610 => 19610 6 20501
138128,?b 12 ?a ?a 14 ?b => ?a 6 ?b,19547 12 19362 19362 14 19547 => 19362 6 19547
138129,?b 12 ?a ?b 17 ?a => ?a 6 ?b,<NA>
138130,?e 10 ?a ?e 4 ?b => ?a 31 ?b,<NA>
138131,?b 12 ?a ?a 2 ?b => ?a 6 ?b,19547 12 19362 19362 2 19547 => 19362 6 19547
138132,?e 10 ?a ?b 8 ?e => ?a 31 ?b,<NA>
138133,?b 12 ?a ?a 39 ?b => ?a 6 ?b,<NA>
138134,?a 17 ?b ?b 18 ?a => ?a 6 ?b,19197 17 20503 20503 18 19197 => 19197 6 20503
138135,?b 12 ?a ?a 17 ?b => ?a 6 ?b,<NA>
138136,?b 12 ?a ?a 5 ?b => ?a 6 ?b,<NA>
138137,?b 17 ?a ?a 38 ?b => ?a 6 ?b,19197 17 20503 20503 38 19197 => 20503 6 19197
138138,?b 18 ?a ?a 38 ?b => ?a 6 ?b,20412 18 18864 18864 38 20412 => 18864 6 20412
138139,?b 17 ?a ?a 39 ?b => ?a 6 ?b,<NA>
138140,?b 17 ?a ?a 8 ?b => ?a 6 ?b,<NA>
138141,?a 20 ?b ?a 23 ?b => ?a 6 ?b,19084 20 20047 19084 23 20047 => 19084 6 20047
138142,?e 10 ?a ?b 39 ?e => ?a 31 ?b,<NA>
138143,?b 18 ?a ?a 5 ?b => ?a 6 ?b,<NA>
138144,?b 17 ?a ?a 5 ?b => ?a 6 ?b,19197 17 20503 20503 5 19197 => 20503 6 19197
138145,?e 10 ?a ?e 18 ?b => ?a 31 ?b,19237 10 20532 19237 18 20575 => 20532 31 20575
138146,?e 10 ?a ?e 17 ?b => ?a 31 ?b,<NA>
138147,?b 18 ?a ?a 31 ?b => ?a 6 ?b,<NA>
138148,?a 14 ?b ?b 17 ?a => ?a 6 ?b,<NA>
138149,?b 17 ?a ?a 22 ?b => ?a 6 ?b,<NA>
138150,?e 10 ?a ?b 18 ?e => ?a 31 ?b,<NA>
138151,?e 10 ?a ?e 8 ?b => ?a 31 ?b,<NA>
138152,?e 10 ?a ?e 12 ?b => ?a 31 ?b,19237 10 20532 19237 12 20540 => 20532 31 20540
138153,?a 20 ?b ?a 30 ?b => ?a 6 ?b,19084 20 20047 19084 30 20047 => 19084 6 20047
138154,?b 17 ?a ?b 18 ?a => ?a 6 ?b,19197 17 20503 19197 18 20503 => 20503 6 19197
138155,?a 11 ?b ?a 20 ?b => ?a 6 ?b,19610 11 20501 19610 20 20501 => 19610 6 20501
138156,?a 20 ?b ?a 3 ?b => ?a 6 ?b,<NA>
138157,?a 20 ?b ?a 31 ?b => ?a 6 ?b,19084 20 20047 19084 31 20047 => 19084 6 20047
138158,?e 10 ?a ?b 12 ?e => ?a 31 ?b,19237 10 20532 20595 12 19237 => 20532 31 20595
138159,?a 10 ?b ?a 18 ?b => ?a 6 ?b,<NA>
138160,?a 12 ?b ?a 20 ?b => ?a 6 ?b,<NA>
138161,?a 20 ?b ?a 8 ?b => ?a 6 ?b,19084 20 20047 19084 8 20047 => 19084 6 20047
138162,?a 20 ?b ?a 22 ?b => ?a 6 ?b,19084 20 20047 19084 22 20047 => 19084 6 20047
138163,?a 10 ?b ?a 11 ?b => ?a 6 ?b,19237 10 20532 19237 11 20532 => 19237 6 20532
138164,?a 10 ?b ?a 2 ?b => ?a 6 ?b,<NA>
138165,?a 10 ?b ?a 39 ?b => ?a 6 ?b,<NA>
138166,?a 10 ?b ?a 8 ?b => ?a 6 ?b,<NA>
138167,?a 10 ?b ?a 31 ?b => ?a 6 ?b,19237 10 20532 19237 31 20532 => 19237 6 20532
138168,?a 20 ?b ?a 33 ?b => ?a 6 ?b,19084 20 20047 19084 33 20047 => 19084 6 20047
138169,?e 10 ?a ?e 39 ?b => ?a 31 ?b,<NA>
138170,?a 18 ?b ?a 20 ?b => ?a 6 ?b,<NA>
138171,?a 20 ?b ?a 39 ?b => ?a 6 ?b,19084 20 20047 19084 39 20047 => 19084 6 20047
138172,?e 10 ?a ?b 5 ?e => ?a 31 ?b,<NA>
138173,?a 19 ?b ?a 20 ?b => ?a 6 ?b,<NA>
138174,?a 2 ?b ?a 20 ?b => ?a 6 ?b,<NA>
138175,?e 10 ?a ?e 5 ?b => ?a 31 ?b,<NA>
138176,?e 10 ?a ?b 22 ?e => ?a 31 ?b,19237 10 20532 19024 22 19237 => 20532 31 19024
138177,?a 11 ?b ?b 12 ?a => ?a 6 ?b,<NA>
138178,?e 10 ?a ?b 2 ?e => ?a 31 ?b,<NA>
138179,?e 10 ?a ?b 11 ?e => ?a 31 ?b,19237 10 20532 19547 11 19237 => 20532 31 19547
138180,?a 10 ?b ?a 3 ?b => ?a 6 ?b,<NA>
138181,?a 10 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138182,?e 10 ?a ?e 11 ?b => ?a 31 ?b,<NA>
138183,?b 17 ?a ?a 2 ?b => ?a 6 ?b,19197 17 20503 20503 2 19197 => 20503 6 19197
138184,?e 10 ?a ?b 19 ?e => ?a 31 ?b,<NA>
138185,?b 17 ?a ?a 23 ?b => ?a 6 ?b,19197 17 20503 20503 23 19197 => 20503 6 19197
138186,?e 10 ?a ?e 2 ?b => ?a 31 ?b,<NA>
138187,?e 10 ?a ?b 38 ?e => ?a 31 ?b,<NA>
138188,?e 10 ?a ?b 14 ?e => ?a 31 ?b,<NA>
138189,?a 10 ?b ?a 33 ?b => ?a 6 ?b,<NA>
138190,?a 10 ?b ?a 5 ?b => ?a 6 ?b,<NA>
138191,?a 10 ?b ?a 4 ?b => ?a 6 ?b,<NA>
138192,?a 10 ?b ?a 22 ?b => ?a 6 ?b,<NA>
138193,?a 10 ?b ?a 17 ?b => ?a 6 ?b,19237 10 20532 19237 17 20532 => 19237 6 20532
138194,?e 10 ?a ?e 22 ?b => ?a 31 ?b,<NA>
138195,?e 10 ?a ?b 31 ?e => ?a 31 ?b,19237 10 20532 20515 31 19237 => 20532 31 20515
138196,?a 10 ?b ?a 12 ?b => ?a 6 ?b,<NA>
138197,?a 10 ?b ?a 38 ?b => ?a 6 ?b,<NA>
138198,?a 10 ?b ?a 14 ?b => ?a 6 ?b,19237 10 20532 19237 14 20532 => 19237 6 20532
138199,?a 10 ?b ?a 23 ?b => ?a 6 ?b,19237 10 20532 19237 23 20532 => 19237 6 20532
138200,?e 10 ?a ?b 13 ?e => ?a 31 ?b,19237 10 20532 19658 13 19237 => 20532 31 19658
138201,?a 10 ?b ?a 19 ?b => ?a 6 ?b,<NA>
138202,?a 30 ?b ?a 37 ?b => ?a 6 ?b,<NA>
138203,?a 10 ?b ?a 13 ?b => ?a 6 ?b,19237 10 20532 19237 13 20532 => 19237 6 20532
138204,?b 17 ?a ?a 18 ?b => ?a 6 ?b,19197 17 20503 20503 18 19197 => 20503 6 19197
138205,?e 10 ?a ?b 23 ?e => ?a 31 ?b,<NA>
138206,?e 10 ?a ?e 23 ?b => ?a 31 ?b,<NA>
138207,?e 10 ?a ?e 14 ?b => ?a 31 ?b,<NA>
138208,?e 10 ?a ?b 6 ?e => ?a 31 ?b,19237 10 20532 20521 6 19237 => 20532 31 20521
138209,?e 10 ?a ?e 38 ?b => ?a 31 ?b,19237 10 20532 19237 38 20553 => 20532 31 20553
138210,?e 10 ?a ?e 19 ?b => ?a 31 ?b,19237 10 20532 19237 19 20536 => 20532 31 20536
138211,?e 10 ?a ?e 31 ?b => ?a 31 ?b,<NA>
138212,?a 30 ?b ?a 38 ?b => ?a 6 ?b,20015 30 19196 20015 38 19196 => 20015 6 19196
138213,?a 30 ?b ?a 33 ?b => ?a 6 ?b,<NA>
138214,?e 10 ?a ?e 13 ?b => ?a 31 ?b,<NA>
138215,?a 12 ?b ?b 17 ?a => ?a 6 ?b,<NA>
138216,?a 30 ?b ?a 8 ?b => ?a 6 ?b,<NA>
138217,?a 18 ?b ?a 37 ?b => ?a 6 ?b,<NA>
138218,?a 13 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138219,?a 19 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138220,?a 30 ?b ?a 4 ?b => ?a 6 ?b,<NA>
138221,?b 17 ?a ?a 19 ?b => ?a 6 ?b,19197 17 20503 20503 19 19197 => 20503 6 19197
138222,?e 10 ?a ?e 6 ?b => ?a 31 ?b,<NA>
138223,?a 17 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138224,?a 23 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138225,?b 17 ?a ?a 31 ?b => ?a 6 ?b,19197 17 20503 20503 31 19197 => 20503 6 19197
138226,?a 30 ?b ?a 31 ?b => ?a 6 ?b,20015 30 19196 20015 31 19196 => 20015 6 19196
138227,?a 13 ?b ?b 17 ?a => ?a 6 ?b,<NA>
138228,?a 30 ?b ?a 5 ?b => ?a 6 ?b,20015 30 19196 20015 5 19196 => 20015 6 19196
138229,?a 3 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138230,?e 30 ?a ?b 4 ?e => ?a 31 ?b,20015 30 19196 19335 4 20015 => 19196 31 19335
138231,?e 30 ?a ?e 33 ?b => ?a 31 ?b,20015 30 19196 20015 33 18868 => 19196 31 18868
138232,?a 18 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138233,?a 11 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138234,?a 2 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138235,?a 22 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138236,?b 18 ?e ?e 30 ?a => ?a 31 ?b,20412 18 18864 18864 30 20442 => 20442 31 20412
138237,?b 17 ?e ?e 30 ?a => ?a 31 ?b,<NA>
138238,?e 30 ?a ?e 4 ?b => ?a 31 ?b,20015 30 19196 20015 4 19112 => 19196 31 19112
138239,?a 12 ?b ?a 30 ?b => ?a 6 ?b,20555 12 19354 20555 30 19354 => 20555 6 19354
138240,?b 12 ?e ?e 30 ?a => ?a 31 ?b,20555 12 19354 19354 30 19261 => 19261 31 20555
138241,?e 30 ?a ?b 8 ?e => ?a 31 ?b,20015 30 19196 20537 8 20015 => 19196 31 20537
138242,?a 30 ?b ?a 39 ?b => ?a 6 ?b,20015 30 19196 20015 39 19196 => 20015 6 19196
138243,?e 30 ?a ?b 39 ?e => ?a 31 ?b,20015 30 19196 19402 39 20015 => 19196 31 19402
138244,?a 3 ?b ?a 37 ?b => ?a 6 ?b,<NA>
138245,?a 33 ?f ?b 4 ?f => ?a 31 ?b,<NA>
138246,?f 33 ?b ?a 33 ?f => ?a 31 ?b,<NA>
138247,?e 17 ?b ?e 30 ?a => ?a 31 ?b,19197 17 20503 19197 30 19699 => 19699 31 20503
138248,?e 18 ?b ?e 30 ?a => ?a 31 ?b,<NA>
138249,?e 30 ?a ?e 8 ?b => ?a 31 ?b,20015 30 19196 20015 8 19024 => 19196 31 19024
138250,?a 33 ?f ?f 4 ?b => ?a 31 ?b,19287 33 19170 19170 4 20015 => 19287 31 20015
138251,?e 12 ?b ?e 30 ?a => ?a 31 ?b,<NA>
138252,?b 17 ?f ?a 33 ?f => ?a 31 ?b,19197 17 20503 19803 33 20503 => 19803 31 19197
138253,?a 33 ?f ?b 8 ?f => ?a 31 ?b,19287 33 19170 18917 8 19170 => 19287 31 18917
138254,?e 30 ?a ?e 39 ?b => ?a 31 ?b,20015 30 19196 20015 39 20572 => 19196 31 20572
138255,?e 30 ?a ?b 5 ?e => ?a 31 ?b,<NA>
138256,?a 12 ?b ?a 33 ?b => ?a 6 ?b,19547 12 19362 19547 33 19362 => 19547 6 19362
138257,?b 12 ?f ?a 33 ?f => ?a 31 ?b,19547 12 19362 19229 33 19362 => 19229 31 19547
138258,?f 17 ?b ?a 33 ?f => ?a 31 ?b,19197 17 20503 19480 33 19197 => 19480 31 20503
138259,?b 18 ?f ?a 33 ?f => ?a 31 ?b,20412 18 18864 18875 33 18864 => 18875 31 20412
138260,?b 11 ?e ?e 30 ?a => ?a 31 ?b,19610 11 20501 20501 30 20525 => 20525 31 19610
138261,?a 33 ?f ?f 8 ?b => ?a 31 ?b,19287 33 19170 19170 8 19750 => 19287 31 19750
138262,?a 33 ?b ?a 4 ?b => ?a 6 ?b,<NA>
138263,?f 18 ?b ?a 33 ?f => ?a 31 ?b,20412 18 18864 20524 33 20412 => 20524 31 18864
138264,?a 33 ?f ?b 39 ?f => ?a 31 ?b,19287 33 19170 18917 39 19170 => 19287 31 18917
138265,?a 14 ?b ?a 30 ?b => ?a 6 ?b,<NA>
138266,?a 2 ?b ?a 33 ?b => ?a 6 ?b,<NA>
138267,?e 30 ?a ?e 5 ?b => ?a 31 ?b,20015 30 19196 20015 5 19755 => 19196 31 19755
138268,?f 12 ?b ?a 33 ?f => ?a 31 ?b,<NA>
138269,?a 37 ?b ?a 4 ?b => ?a 6 ?b,19252 37 19383 19252 4 19383 => 19252 6 19383
138270,?b 2 ?e ?e 30 ?a => ?a 31 ?b,20015 2 19231 19231 30 19405 => 19405 31 20015
138271,?a 13 ?b ?a 3 ?b => ?a 6 ?b,19512 13 18927 19512 3 18927 => 19512 6 18927
138272,?a 23 ?b ?a 3 ?b => ?a 6 ?b,<NA>
